한자표기,읽기(히라가나),품사,JLPT레벨
"みっつ","みっつ","動詞","N3"
"やむを得ない","やむをえない","名詞","N3"
"愛","あい","動詞","N3"
"愛する","あいする","名詞","N3"
"悪化","あっか","動詞","N3"
"握る","にぎる","名詞","N3"
"握手","あくしゅ","名詞","N3"
"扱う","あつかう","副詞","N3"
"安易","あんい","名詞","N3"
"暗記","あんき","名詞","N3"
"案外","あんがい","動詞","N3"
"以後","いご","名詞","N3"
"以前","いぜん","名詞","N3"
"囲む","かこむ","動詞","N3"
"意義","いぎ","動詞","N3"
"意地悪","いじわる","名詞","N3"
"移す","うつす","名詞","N3"
"移る","うつる","名詞","N3"
"違い","ちがい","名詞","N3"
"違反","いはん","動詞","N3"
"医師","いし","名詞","N3"
"医療","いりょう","名詞","N3"
"育つ","そだつ","名詞","N3"
"育児","いくじ","名詞","N3"
"一昨昨日","さきおととい","名詞","N3"
"一生","いっしょう","動詞","N3"
"一斉","いっせい","名詞","N3"
"溢す","こぼす","名詞","N3"
"溢れる","あふれる","名詞","N3"
