어휘,품사,레벨
경제력,명사,4급
경향,명사,4급
계기01,명사,4급
계산기,명사,4급
계산대,명사,4급
계층,명사,4급
고국,명사,4급
고급,명사,4급
고급스럽다,형용사,4급
고대01,명사,4급
고독,명사,4급
고등,명사,4급
고등어,명사,4급
고래01,명사,4급
고려01,명사,4급
고마워하다,동사,4급
고무01,명사,4급
고소하다 01,형용사,4급
고요,명사,4급
고유,명사,4급
고장01,명사,4급
고전01,명사,4급
고정,명사,4급
고집,명사,4급
고층,명사,4급
고통,명사,4급
고통스럽다,형용사,4급
곡01,명사,4급
곡식,명사,4급
곧다,형용사,4급
곧바로,부사,4급
곧잘,부사,4급
골04,명사,4급
골다,동사,4급
공감,명사,4급
공개,명사,4급
공격,명사,4급
공급,명사,4급
공기03,명사,4급
공동체,명사,4급
공손하다,형용사,4급
공업,명사,4급
공적01∙ 공 적02,관형사∙ 명사,4급
공지01,명사,4급
공해01,명사,4급
과소비,명사,4급
과속,명사,4급
과연,부사,4급
과외,명사,4급
과제,명사,4급
과학적01∙ 과학적02,관형사∙ 명사,4급
-관02,접사,4급
-관03,접사,4급
관계자,명사,4급
관심사,명사,4급
관점,명사,4급
괜히,부사,4급
괴로움,명사,4급
괴로워하다,동사,4급
괴롭다,형용사,4급
괴롭히다,동사,4급
굉장하다,형용사,4급
교내,명사,4급
교대01,명사,4급
교류,명사,4급
교복,명사,4급
교양,명사,4급
교육비,명사,4급
교육자,명사,4급
교장,명사,4급
교재,명사,4급
교체,명사,4급
교훈02,명사,4급
구르다01,동사,4급
구매,명사,4급
구별,명사,4급
구부리다,동사,4급
구분,명사,4급
구석,명사,4급
구성,명사,4급
구세대,명사,4급
구속01,명사,4급
구조01,명사,4급
구하다02,동사,4급
국경일,명사,4급
국산,명사,4급
국외,명사,4급
국제결혼,명사,4급
국제선,명사,4급
국제화,명사,4급
국화02,명사,4급
국회,명사,4급
군04,명사,4급
군데,의존명사,4급
군사01,명사,4급
굳다01,동사,4급
굳어지다,동사,4급
굳이,부사,4급
굴02,명사,4급
굽히다,동사,4급
-권03,접사,4급
권력,명사,4급
권리,명사,4급
권위,명사,4급
권유,명사,4급
귀가,명사,4급
귀국,명사,4급
귀신,명사,4급
귀중하다,형용사,4급
귀하다,형용사,4급
규모,명사,4급
규정,명사,4급
균형,명사,4급
그나마,부사,4급
그네01,명사,4급
그늘,명사,4급
그다지,부사,4급
그대,대명사,4급
그래프,명사,4급
그러게02,감탄사,4급
그럭저럭,부사,4급
그런대로,부사,4급
그렇지01,감탄사,4급
그리01,부사,4급
그리움,명사,4급
그림자,명사,4급
그림책,명사,4급
그만큼01/ 그만큼02,부사/명사,4급
그야말로,부사,4급
그제야,부사,4급
그토록,부사,4급
극복,명사,4급
극히,부사,4급
근거,명사,4급
근교,명사,4급
근대,명사,4급
근래,명사,4급
근로자,명사,4급
근본,명사,4급
근본적01∙ 근본적02,관형사∙ 명사,4급
근심,명사,4급
긁다,동사,4급
금년,명사,4급
금융,명사,4급
금하다,동사,4급
급격히,부사,4급
급속히,부사,4급
급증,명사,4급
급히,부사,4급
기념일,명사,4급
기독교,명사,4급
기둥,명사,4급
기록,명사,4급
기반,명사,4급
기본,명사,4급
기본적01∙ 기본적02,관형사∙ 명사,4급
기부,명사,4급
기술01,명사,4급
기업가,명사,4급
기여,명사,4급
기운01,명사,4급
기울다,동사,4급
기울이다,동사,4급
기원02,명사,4급
기적,명사,4급
기존,명사,4급
기지개,명사,4급
기혼,명사,4급
기획,명사,4급
기후,명사,4급
길가,명사,4급
길거리,명사,4급
깊이01,명사,4급
까다롭다,형용사,4급
까닭,명사,4급
까먹다,동사,4급
깔다,동사,4급
깔리다,동사,4급
깜깜하다,형용사,4급
깜박하다,동사,4급
깨,명사,4급
깨다02,동사,4급
깨닫다,동사,4급
깨뜨리다,동사,4급
깨물다,동사,4급
깨어나다,동사,4급
깨우다,동사,4급
꺾다,동사,4급
껴안다,동사,4급
꼭01,부사,4급
꼭대기,명사,4급
꼼꼼하다,형용사,4급
꼼꼼히,부사,4급
꼽다,동사,4급
꼽히다,동사,4급
꽂히다,동사,4급
꽃꽂이,명사,4급
꽃잎,명사,4급
꾸다02,동사,4급
꾸리다,동사,4급
꾸미다,동사,4급
꾸준하다,형용사,4급
꾸중,명사,4급
꿇다,동사,4급
꿈꾸다,동사,4급
꿈속,명사,4급
끄덕이다,동사,4급
끊임없다,형용사,4급
끊임없이,부사,4급
끌리다,동사,4급
끌어당기다,동사,4급
끌어안다,동사,4급
끝없다,형용사,4급
끝없이,부사,4급
끼다01,동사,4급
끼어들다,동사,4급
끼우다,동사,4급
끼이다,동사,4급
끼치다01,동사,4급
끼치다02,동사,4급
나뉘다,동사,4급
나란히,부사,4급
나름,의존명사,4급
나무라다,동사,4급
나뭇가지,명사,4급
나비03,명사,4급
나서다,동사,4급
나아가다,동사,4급
난리,명사,4급
난처하다,형용사,4급
날개,명사,4급
날리다01,동사,4급
날리다02,동사,4급
날아다니다,동사,4급
날아오다,동사,4급
날카롭다,형용사,4급
남매,명사,4급
남북,명사,4급
낭비,명사,4급
낮추다,동사,4급
내놓다,동사,4급
내다보다,동사,4급
내려다보다,동사,4급
내려앉다,동사,4급
내밀다,동사,4급
내버리다,동사,4급
내부,명사,4급
내세우다,동사,4급
내외01,명사,4급
내쫓다,동사,4급
냉수,명사,4급
너그럽다,형용사,4급
너머,명사,4급
너무나,부사,4급
넉넉하다,형용사,4급
넓어지다,동사,4급
넓히다,동사,4급
넘겨주다,동사,4급
넘기다,동사,4급
넘어뜨리다,동사,4급
넘어오다,동사,4급
넘치다,동사,4급
네모,명사,4급
네티즌,명사,4급
녀석,의존명사,4급
년도,의존명사,4급
노동,명사,4급
노동자,명사,4급
노려보다,동사,4급
녹이다,동사,4급
녹화02,명사,4급
논리,명사,4급
논리적01∙ 논리적02,관형사∙ 명사,4급
논의,명사,4급
논쟁,명사,4급
놀랍다,형용사,4급
놀리다01,동사,4급
놀리다02,동사,4급
농민,명사,4급
농사일,명사,4급
농산물,명사,4급
농업,명사,4급
농촌,명사,4급
놓아두다,동사,4급
놔두다,동사,4급
뇌,명사,4급
누님,명사,4급
눈감다,동사,4급
눈길01,명사,4급
눈동자,명사,4급
눈뜨다,동사,4급
눈빛01,명사,4급
눈썹,명사,4급
눈앞,명사,4급
눈치,명사,4급
눕히다,동사,4급
느긋하다,형용사,4급
느끼하다,형용사,4급
늘어놓다,동사,4급
늘어서다,동사,4급
늘이다01,동사,4급
늦가을,명사,4급
늦겨울,명사,4급
늦봄,명사,4급
늦어지다,동사,4급
늦여름,명사,4급
늦추다,동사,4급
님,의존명사,4급
다가가다,동사,4급
다가서다,동사,4급
다가오다,동사,4급
다녀가다,동사,4급
다듬다,동사,4급
다루다,동사,4급
다름없다,형용사,4급
다리다,동사,4급
다만,부사,4급
다물다,동사,4급
다소02/다소01,부사/명사,4급
다수,명사,4급
다짐,명사,4급
다투다,동사,4급
다행스럽다,형용사,4급
단04,관형사,4급
단계,명사,4급
단골,명사,4급
단기01,명사,4급
단독,명사,4급
단속,명사,4급
단순히,부사,4급
단지02,부사,4급
달래다,동사,4급
달려가다,동사,4급
달려들다,동사,4급
달려오다,동사,4급
달리,부사,4급
달리다01,동사,4급
달빛,명사,4급
달성,명사,4급
달아나다,동사,4급
달하다,동사,4급
닳다,동사,4급
담01,명사,4급
담02,명사,4급
담당,명사,4급
담당자,명사,4급
담백하다,형용사,4급
담요,명사,4급
담임,명사,4급
답변,명사,4급
-당,접사,4급
당기다,동사,4급
당당하다,형용사,4급
당분간02/ 당분간01,부사/명사,4급
당시,명사,4급
당일,명사,4급
당첨,명사,4급
당하다,동사,4급
대-,접사,4급
대가02,명사,4급
대강02/대강01,부사/명사,4급
대개02/대개01,부사/명사,4급
대규모,명사,4급
대기01,명사,4급
대기02,명사,4급
대기업,명사,4급
대낮,명사,4급
대다수,명사,4급
대단히,부사,4급
대략02/대략01,부사/명사,4급
대량,명사,4급
대로02,명사,4급
대리,명사,4급
대립,명사,4급
대비01,명사,4급
대비02,명사,4급
대사02,명사,4급
대사03,명사,4급
대상자,명사,4급
대응,명사,4급
대접02,명사,4급
대조,명사,4급
대중문화,명사,4급
대책,명사,4급
대처02,명사,4급
대체02,명사,4급
대출,명사,4급
대충,부사,4급
댐,명사,4급
더구나,부사,4급
더럽히다,동사,4급
더불다,동사,4급
더욱더,부사,4급
더욱이,부사,4급
더위,명사,4급
덕,명사,4급
덕택,명사,4급
덧붙이다,동사,4급
덩어리,명사,4급
덮이다,동사,4급
데우다,동사,4급
도난,명사,4급
도대체,부사,4급
도로01,부사,4급
도리어,부사,4급
도마,명사,4급
도망,명사,4급
도망치다,동사,4급
도무지,부사,4급
도입,명사,4급
도저히,부사,4급
도전,명사,4급
독02,명사,4급
독립,명사,4급
독자03,명사,4급
독특하다,형용사,4급
독하다,형용사,4급
돌려보내다,동사,4급
돌멩이,명사,4급
돌아보다,동사,4급
돌아서다,동사,4급
동기02,명사,4급
동기03,명사,4급
동남아,명사,4급
동서남북,명사,4급
동양인,명사,4급
동영상,명사,4급
동요02,명사,4급
동의01,명사,4급
동일,명사,4급
동포,명사,4급
동화02,명사,4급
동화책,명사,4급
되게,부사,4급
되도록,부사,4급
되돌리다,동사,4급
되돌아가다,동사,4급
되살리다,동사,4급
되살아나다,동사,4급
되풀이,명사,4급
두뇌,명사,4급
두드러지다01,동사,4급
두드리다,동사,4급
두려움,명사,4급
두려워하다,동사,4급
두렵다,형용사,4급
두르다,동사,4급
두리번거리 다,동사,4급
두어,관형사,4급
둘러보다,동사,4급
둘러싸다,동사,4급
둘러싸이다,동사,4급
둘레,명사,4급
둥지,명사,4급
뒤늦다,형용사,4급
뒤따르다,동사,4급
뒤떨어지다,동사,4급
뒤지다01,동사,4급
뒤지다02,동사,4급
뒤집다,동사,4급
뒤편,명사,4급
뒷골목,명사,4급
뒷모습,명사,4급
뒷문,명사,4급
뒷산,명사,4급
드나들다,동사,4급
드라이클리닝,명사,4급
드러나다,동사,4급
드러내다,동사,4급
드물다,형용사,4급
든든하다,형용사,4급
들려오다,동사,4급
들리다01,동사,4급
들리다03,동사,4급
들여다보다,동사,4급
들이다,동사,4급
들키다,동사,4급
등기,명사,4급
등장,명사,4급
디자이너,명사,4급
따님,명사,4급
따라다니다,동사,4급
따르다02,동사,4급
따지다,동사,4급
딴02,관형사,4급
땅바닥,명사,4급
땅콩,명사,4급
때02,명사,4급
때로,부사,4급
때리다,동사,4급
떠나오다,동사,4급
떼01,명사,4급
떼다,동사,4급
또다시,부사,4급
똥,명사,4급
뚜껑,명사,4급
뚜렷하다,형용사,4급
뚫리다,동사,4급
뛰어나오다,동사,4급
뛰어놀다,동사,4급
뛰어다니다,동사,4급
뛰어들다,동사,4급
뜨다04,동사,4급
뜯다,동사,4급
뜰01,명사,4급
뜻대로,부사,4급
뜻밖,명사,4급
뜻밖에,부사,4급
띄다01,동사,4급
띠01,명사,4급
띠다,동사,4급
량01,명사,4급
렌즈,명사,4급
-력01,접사,4급
-료,접사,4급
리모컨,명사,4급
리터,의존명사,4급
마구,부사,4급
마냥01,부사,4급
마디,명사,4급
마땅하다,형용사,4급
마땅히,부사,4급
마련01/마련02,명사/의존명사,4급
마루02,명사,4급
마무리,명사,4급
마약,명사,4급
마음가짐,명사,4급
마음껏,부사,4급
마음먹다,동사,4급
마음속,명사,4급
마주,부사,4급
마주치다,동사,4급
마찬가지,명사,4급
마찰,명사,4급
마치,부사,4급
마침내,부사,4급
막상,부사,4급
막연하다,형용사,4급
만만하다01,형용사,4급
만원,명사,4급
만점,명사,4급
말기,명사,4급
말끔히,부사,4급
말다02,동사,4급
말다툼,명사,4급
말리다02,동사,4급
말없이,부사,4급
말투,명사,4급
맘,명사,4급
맘껏,부사,4급
맘대로,부사,4급
망가지다,동사,4급
망설이다,동사,4급
망치다,동사,4급
망하다,동사,4급
맞벌이,명사,4급
맞서다,동사,4급
맞춤법,명사,4급
맞히다01,동사,4급
매달리다,동사,4급
매력,명사,4급
매번02/매번01,부사/명사,4급
매체,명사,4급
맨01,관형사,4급
맺다,동사,4급
머리칼,명사,4급
머릿속,명사,4급
머무르다,동사,4급
머물다,동사,4급
머뭇거리다,동사,4급
먹고살다,동사,4급
먹이,명사,4급
먹이다,동사,4급
먹히다,동사,4급
멀어지다,동사,4급
멀쩡하다,형용사,4급
멋대로,부사,4급
멍멍,부사,4급
멎다,동사,4급
메달,명사,4급
메우다,동사,4급
며느리,명사,4급
면담,명사,4급
면도,명사,4급
면하다01,동사,4급
면허,명사,4급
명01,명사,4급
명령,명사,4급
명예01,명사,4급
명확하다,형용사,4급
모06/모07,대명사/관형사,4급
모금02,명사,4급
모여들다,동사,4급
모처럼,부사,4급
모험,명사,4급
목구멍,명사,4급
목마르다01,형용사,4급
목사,명사,4급
목숨,명사,4급
몫,명사,4급
몰다,동사,4급
몰라보다,동사,4급
몰려들다,동사,4급
몰려오다,동사,4급
몰리다,동사,4급
몸매,명사,4급
몸속,명사,4급
몸통,명사,4급
몹시,부사,4급
못01,명사,4급
못나다,형용사,4급
못되다,형용사,4급
못지않다,형용사,4급
몽땅01,부사,4급
무-01,접사,4급
무관심,명사,4급
무관하다,형용사,4급
무기,명사,4급
무너지다,동사,4급
무덥다,형용사,4급
무려,부사,4급
무렵,의존명사,4급
무리02,명사,4급
무사히,부사,4급
무시,명사,4급
무의미,명사,4급
무지개,명사,4급
무책임,명사,4급
